run_id,record_index,t_hours,xmeas.a_feed_kscmh,xmeas.d_feed_kg_hr,xmeas.e_feed_kg_hr,xmeas.a_and_c_feed_kscmh,xmeas.recycle_flow_kscmh,xmeas.reactor_feed_rate_kscmh,xmeas.reactor_pressure_kpa,xmeas.reactor_level_pct,xmeas.reactor_temperature_c,xmeas.purge_rate_kscmh,xmeas.product_sep_temp_c,xmeas.product_sep_level_pct,xmeas.separator_pressure_kpa,xmeas.separator_underflow_m3_hr,xmeas.stripper_level_pct,xmeas.stripper_pressure_kpa,xmeas.stripper_underflow_m3_hr,xmeas.stripper_temperature_c,xmeas.stripper_steam_flow_kg_hr,xmeas.compressor_work_kw,xmeas.reactor_cw_outlet_temp_c,xmeas.separator_cw_outlet_temp_c,xmeas.reactor_feed_a_mol_pct,xmeas.reactor_feed_b_mol_pct,xmeas.reactor_feed_c_mol_pct,xmeas.reactor_feed_d_mol_pct,xmeas.reactor_feed_e_mol_pct,xmeas.reactor_feed_f_mol_pct,xmeas.purge_a_mol_pct,xmeas.purge_b_mol_pct,xmeas.purge_c_mol_pct,xmeas.purge_d_mol_pct,xmeas.purge_e_mol_pct,xmeas.purge_f_mol_pct,xmeas.purge_g_mol_pct,xmeas.purge_h_mol_pct,xmeas.product_d_mol_pct,xmeas.product_e_mol_pct,xmeas.product_f_mol_pct,xmeas.product_g_mol_pct,xmeas.product_h_mol_pct,xmv.d_feed_flow_valve_pct,xmv.e_feed_flow_valve_pct,xmv.a_feed_flow_valve_pct,xmv.a_and_c_feed_flow_valve_pct,xmv.compressor_recycle_valve_pct,xmv.purge_valve_pct,xmv.separator_liquid_flow_valve_pct,xmv.stripper_liquid_flow_valve_pct,xmv.stripper_steam_valve_pct,xmv.reactor_cw_flow_valve_pct,xmv.condenser_cw_flow_valve_pct,xmv.agitator_speed_pct,idv.idv_1,idv.idv_2,idv.idv_3,idv.idv_4,idv.idv_5,idv.idv_6,idv.idv_7,idv.idv_8,idv.idv_9,idv.idv_10,idv.idv_11,idv.idv_12,idv.idv_13,idv.idv_14,idv.idv_15,idv.idv_16,idv.idv_17,idv.idv_18,idv.idv_19,idv.idv_20,synthetic.methane_ppm,synthetic.vibration_mm_s,synthetic.valve_health_pct,synthetic.is_stub
9ea4c36c-3148-4b86-beba-b86744486180,0,0.05000000000000003,0.24889649809438402,3680.049897451548,4510.481060949409,9.346648904327301,26.843203655587207,42.2158141632067,2704.649365051595,75.71579265826725,120.39308337452212,0.33929983680723175,80.07332556076678,50.05203765002321,2634.0595351851043,24.89422167627519,52.0685163791646,3101.8222631957638,24.298815006207633,65.7605236701525,231.07132771663223,341.3178889096965,94.63259292517583,77.22042299044173,32.18761309449962,8.893272645564029,26.383289433228583,6.882011757270133,18.776305947424234,1.656727356649244,32.957537290841856,13.822945867382428,23.9781442398377,1.2565424846624529,18.57926970249903,2.2633413851447473,4.8436409545196675,2.2985780751121174,0.017865524957181182,0.8357022623245169,0.09857691352349168,53.72397878932856,43.82802189355887,63.00971345564744,54.005126122623565,24.550758108299153,60.79429996094229,22.145564567006325,39.9392960390158,37.85989548458418,45.00400777312725,47.44020267746607,41.31327435788985,15.148039367564689,50.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2.0,0.8,100.0,False
9ea4c36c-3148-4b86-beba-b86744486180,1,0.10000000000000035,0.24952184276002626,3690.7678959223495,4459.968455376424,9.310531689069675,26.68410787675279,42.088350584796615,2705.1154352818303,75.50505604619973,120.42139241834873,0.33885966779573007,80.13025528328288,49.331372392992876,2633.338312352232,26.328151693262257,51.07093357035105,3102.180836978882,23.535250859612397,65.74876207376768,228.857016156997,341.2164353906281,94.55470800789848,77.50789460448316,32.18761309449962,8.893272645564029,26.383289433228583,6.882011757270133,18.776305947424234,1.656727356649244,32.957537290841856,13.822945867382428,23.9781442398377,1.2565424846624529,18.57926970249903,2.2633413851447473,4.8436409545196675,2.2985780751121174,0.017865524957181182,0.8357022623245169,0.09857691352349168,53.72397878932856,43.82802189355887,62.847734272178926,53.62792489542996,24.484828333704208,59.767392576059535,22.07113365382548,40.31869410536958,39.56678462393755,48.85645092037026,47.32721739821298,41.29321447724426,16.606631987928395,50.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2.0,0.8,100.0,False
9ea4c36c-3148-4b86-beba-b86744486180,2,0.1499999999999994,0.25270909528294655,3653.7369662338197,4494.644049930429,9.213152094336916,27.01861630802248,42.395764011609934,2704.4896654555423,75.14676542672052,120.38495403701558,0.3354658082768115,80.22509920013856,49.2447837929895,2632.9941446205917,26.28601806259158,51.746670468764634,3103.0996750877075,22.41320325732001,65.7649625938069,232.99533529129235,341.37275709762827,94.59617377674059,77.15552081282705,32.40811957632592,8.940131883115718,26.569638877319903,7.095919544473922,18.533166017354787,1.655682718939388,32.79948775956086,14.002948434554478,24.134364489669377,1.2822709696506656,18.548226225142596,2.229379271734513,4.864467733825602,2.297727622629417,0.017865524957181182,0.8357022623245169,0.09857691352349168,53.72397878932856,43.82802189355887,62.373026628627365,54.100967942988476,24.69998118785504,61.37527120462072,22.048015183962818,40.21660067216677,41.700817477745346,48.0347298674083,47.520111102135616,41.34901656679357,19.023631984816173,50.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2.0,0.8,100.0,False
9ea4c36c-3148-4b86-beba-b86744486180,3,0.19999999999999724,0.2527572844553379,3675.1831546174412,4543.646485828541,9.207593458386592,26.734643526006334,42.02700990445153,2704.3499575472806,74.53163580890272,120.39892346300982,0.33699654242828736,80.12208680219126,47.87713657131085,2632.2963925581807,25.02630809967894,50.919229709140346,3101.667491420292,23.168352300449776,65.75985955793544,229.59492393099862,341.06027563992404,94.48607431168425,77.32806176835554,32.40811957632592,8.940131883115718,26.569638877319903,7.095919544473922,18.533166017354787,1.655682718939388,32.79948775956086,14.002948434554478,24.134364489669377,1.2822709696506656,18.548226225142596,2.229379271734513,4.864467733825602,2.297727622629417,0.017865524957181182,0.8357022623245169,0.09857691352349168,53.72397878932856,43.82802189355887,62.67413892520387,54.11904180474184,24.503729157295346,64.95910526754517,21.901566923788366,39.686600267174576,38.961133851317214,42.34113034383325,47.587827334500474,40.88579680523011,17.611950244987565,50.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2.0,0.8,100.0,False
9ea4c36c-3148-4b86-beba-b86744486180,4,0.24999999999999506,0.22665413340412158,3633.5537143078004,4532.360594893409,9.486761204423583,26.699069609780278,42.051352756545754,2704.913228103364,74.10835777447537,120.38584644740821,0.3559604088771835,80.24110138316395,49.274990486057185,2633.3115966140144,26.0420889925793,50.8879675836158,3101.457053420293,23.216957323510186,65.76344244731021,232.51429567444782,341.2970352206676,94.84450195180139,77.6330101821176,32.243596841436094,8.877840538234885,26.328251986093942,6.844903501514893,18.821039403883386,1.6016850997964525,32.47143072457878,13.751308101608121,23.894927736920014,1.3601839974437988,18.400847051209304,2.2773226738133334,4.806840230746271,2.3441569508513402,0.017865524957181182,0.8357022623245169,0.09857691352349168,53.72397878932856,43.82802189355887,61.92029191370956,54.32118044685663,22.540012869889985,60.38163901302941,22.370132522083356,42.79073912961293,37.47308727248302,44.911362879691,47.37585633860764,40.847443841636284,18.296813085838433,50.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2.0,0.8,100.0,False
9ea4c36c-3148-4b86-beba-b86744486180,5,0.2999999999999929,0.2295066860828947,3637.849705101902,4557.19817394906,9.316572628766819,27.365505694395832,42.59574904534119,2705.210437379357,74.40091010021,120.40148611820865,0.35837049365994816,80.17580336976462,49.0287093292564,2633.455715346194,25.01610520306972,50.383306736830235,3100.79309696773,23.28138961449454,65.77729037198145,231.11190568170903,341.49786642575253,94.76697977391396,77.21652144557805,32.243596841436094,8.877840538234885,26.328251986093942,6.844903501514893,18.821039403883386,1.6016850997964525,32.47143072457878,13.751308101608121,23.894927736920014,1.3601839974437988,18.400847051209304,2.2773226738133334,4.806840230746271,2.3441569508513402,0.021866019139291017,0.8350635076586653,0.09790393625479585,53.91929735410117,43.05274962848223,62.26027493096326,54.33836455061538,22.276478344944483,61.59453824441006,22.267829523987523,42.73836728996875,38.38690854338923,47.73127304923603,47.587184182393784,41.05083046304893,17.88420729929868,50.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2.0,0.8,100.0,False
9ea4c36c-3148-4b86-beba-b86744486180,6,0.3499999999999907,0.24332146539045535,3640.342431287114,4511.5986021091485,9.35862477803497,26.733327025741524,42.30813605831235,2704.4504108990664,74.9909501035864,120.37715775771228,0.33196339897301885,79.98240620522556,50.20611486806713,2632.8821413526525,24.34581967524042,50.27653373294858,3102.1767430512486,22.10988107989246,65.74361439256327,228.34869600890764,341.5138364057677,94.80572667526657,76.991496545306,32.25579154926865,8.987113210287008,26.27101477240641,6.939115259575341,18.650830242082492,1.6593480438665367,32.848444564514345,13.779452022600818,23.86186053468152,1.214103620647682,18.745475680360485,2.2855888378623455,4.828779652611487,2.2639757080174894,0.021866019139291017,0.8350635076586653,0.09790393625479585,53.91929735410117,43.05274962848223,62.74224388326872,54.2536042099703,23.89433339518934,63.07119672039392,22.47009316000956,39.050191713461146,40.40027223007657,41.542866979734,47.51460517289984,40.4165303856851,20.67272436097104,50.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2.0,0.8,100.0,False
9ea4c36c-3148-4b86-beba-b86744486180,7,0.39999999999998853,0.2417599746482787,3669.841666278716,4487.494805522852,9.339770498302752,26.968572036338397,42.181300779779,2705.3211778502864,75.10969504962169,120.40400628791112,0.3312882588558945,79.99985840178377,51.639792441540656,2633.6744264579283,24.209151452257824,49.80908818555006,3102.468137062035,23.166458581372506,65.69653185723612,230.38433412507985,341.459989742649,94.6078842856857,77.4691179218985,32.25579154926865,8.987113210287008,26.27101477240641,6.939115259575341,18.650830242082492,1.6593480438665367,32.848444564514345,13.779452022600818,23.86186053468152,1.214103620647682,18.745475680360485,2.2855888378623455,4.828779652611487,2.2639757080174894,0.021866019139291017,0.8350635076586653,0.09790393625479585,53.91929735410117,43.05274962848223,63.48227126263329,54.08134938152454,23.820532440331313,59.151152438250996,22.269752098789375,39.28572884621961,37.32038354801878,47.49706855458937,47.46349663537015,40.43737426899,17.34820414403257,50.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2.0,0.8,100.0,False
9ea4c36c-3148-4b86-beba-b86744486180,8,0.44999999999998636,0.2399214824686609,3657.800635609626,4523.60530562873,9.315714546816723,26.863512697865282,42.53822938132047,2706.128105019817,75.37359142885262,120.41406013317619,0.3341291227453636,80.11072958814913,48.86614246168608,2635.0093258718593,24.92479833918855,49.56740515731879,3101.9137318398634,22.895921214028963,65.68972009383815,229.29401347329693,341.3094891724965,94.73354307556927,77.469446598374,32.159975222833964,9.079188833803627,26.622671361916215,6.860335425380636,18.879677967535994,1.6736711968477274,33.03543170408278,13.767560928110855,23.829502224694767,1.0739191682407365,18.552851090563184,2.2457823793413776,4.906714088171952,2.3588022509549287,0.021866019139291017,0.8350635076586653,0.09790393625479585,53.91929735410117,43.05274962848223,62.93562204699023,53.87641533406459,23.530801863590796,61.55566838970671,22.267639226003514,39.78823631745535,42.12795892076287,48.77520597889221,47.58818258389401,41.310278368719274,17.246927613128108,50.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2.0,0.8,100.0,False
9ea4c36c-3148-4b86-beba-b86744486180,9,0.4999999999999842,0.2424564797246772,3627.9220129799473,4530.884012491439,9.429115516657431,26.783901201793444,42.45419063984103,2704.7940496845804,74.91301425739242,120.41815987039108,0.332647238090539,80.03522123910201,50.578863351827614,2633.282580837853,25.981825211411486,50.88559824966891,3102.794213396449,23.184376025857812,65.7048026462245,228.91474464386528,341.26244675001385,94.49857743857223,77.17525448529022,32.159975222833964,9.079188833803627,26.622671361916215,6.860335425380636,18.879677967535994,1.6736711968477274,33.03543170408278,13.767560928110855,23.829502224694767,1.0739191682407365,18.552851090563184,2.2457823793413776,4.906714088171952,2.3588022509549287,0.021866019139291017,0.8350635076586653,0.09790393625479585,53.91929735410117,43.05274962848223,63.310790034123464,54.495614867845035,23.52121271917338,58.964389287737674,21.947352929021843,39.548066938545816,42.1297469470621,48.90859086196812,47.5292849851828,41.02440087612569,18.766227551508884,50.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2.0,0.8,100.0,False
